head,relation,tail
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_莎拉·罗杰斯,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_朋友,角色_巴基·巴恩斯
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
角色_巴基·巴恩斯,relation_从事,职业_美国陆军
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
职业_美国陆军,rdfsyntaxnstype,职业
角色_巴基·巴恩斯,relation_属于,团队_第107步兵团
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
团队_第107步兵团,rdfsyntaxnstype,团队
角色_史蒂文·罗杰斯,relation_属于,团队_战略科学预备队
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
团队_战略科学预备队,rdfsyntaxnstype,团队
角色_史蒂文·罗杰斯,relation_参与,计划_重生计划
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
计划_重生计划,rdfsyntaxnstype,计划
角色_亚伯拉罕·厄斯金,relation_领导,计划_重生计划
角色_亚伯拉罕·厄斯金,rdfsyntaxnstype,角色
计划_重生计划,rdfsyntaxnstype,计划
角色_佩姬·卡特,relation_属于,团队_战略科学预备队
角色_佩姬·卡特,rdfsyntaxnstype,角色
团队_战略科学预备队,rdfsyntaxnstype,团队
角色_切斯特·菲利普斯,relation_领导,计划_重生计划
角色_切斯特·菲利普斯,rdfsyntaxnstype,角色
计划_重生计划,rdfsyntaxnstype,计划
团队_战略科学预备队,relation_对抗,团队_九头蛇
团队_战略科学预备队,rdfsyntaxnstype,团队
团队_九头蛇,rdfsyntaxnstype,团队
角色_史蒂文·罗杰斯,relation_代号,称号_美国队长
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
称号_美国队长,rdfsyntaxnstype,称号
角色_霍华德·斯塔克,relation_创立,机构_斯塔克工业
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
机构_斯塔克工业,rdfsyntaxnstype,机构
角色_史蒂文·罗杰斯,relation_去过,地点_意大利
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
地点_意大利,rdfsyntaxnstype,地点
角色_巴基·巴恩斯,relation_对抗,团队_九头蛇
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
团队_九头蛇,rdfsyntaxnstype,团队
角色_史蒂文·罗杰斯,relation_朋友,角色_巴基·巴恩斯
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_朋友,角色_佩姬·卡特
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_佩姬·卡特,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_朋友,角色_霍华德·斯塔克
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_对抗,角色_约翰·施密特
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_约翰·施密特,rdfsyntaxnstype,角色
演员_保罗·路德,relation_饰演,角色_史考特·朗恩
演员_保罗·路德,rdfsyntaxnstype,演员
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_从事,职业_系统工程师
角色_史考特·朗恩,rdfsyntaxnstype,角色
职业_系统工程师,rdfsyntaxnstype,职业
角色_史考特·朗恩,relation_拥有,能力_偷窃
角色_史考特·朗恩,rdfsyntaxnstype,角色
能力_偷窃,rdfsyntaxnstype,能力
角色_汉克·皮姆,relation_代号,称号_第一代蚁人
角色_汉克·皮姆,rdfsyntaxnstype,角色
称号_第一代蚁人,rdfsyntaxnstype,称号
角色_史考特·朗恩,relation_拥有,能力_收缩身体大小
角色_史考特·朗恩,rdfsyntaxnstype,角色
能力_收缩身体大小,rdfsyntaxnstype,能力
角色_史考特·朗恩,relation_师从,角色_汉克·皮姆
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_后代,角色_汉克·皮姆
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_代号,称号_第二代蚁人
角色_史考特·朗恩,rdfsyntaxnstype,角色
称号_第二代蚁人,rdfsyntaxnstype,称号
角色_史考特·朗恩,relation_对抗,角色_达伦·克罗斯
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_达伦·克罗斯,rdfsyntaxnstype,角色
角色_凯茜·朗恩,relation_后代,角色_史考特·朗恩
角色_凯茜·朗恩,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_雇佣,角色_史考特·朗恩
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_对抗,角色_托尼·斯塔克
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_去过,地点_拉夫特监狱
角色_史考特·朗恩,rdfsyntaxnstype,角色
地点_拉夫特监狱,rdfsyntaxnstype,地点
角色_史蒂文·罗杰斯,relation_朋友,角色_史考特·朗恩
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_持有,装备_皮姆粒子
角色_史考特·朗恩,rdfsyntaxnstype,角色
装备_皮姆粒子,rdfsyntaxnstype,装备
角色_史考特·朗恩,relation_持有,装备_头盔
角色_史考特·朗恩,rdfsyntaxnstype,角色
装备_头盔,rdfsyntaxnstype,装备
角色_史考特·朗恩,relation_拥有,能力_改变身体大小
角色_史考特·朗恩,rdfsyntaxnstype,角色
能力_改变身体大小,rdfsyntaxnstype,能力
角色_史考特·朗恩,relation_出现,作品_《蚁人》
角色_史考特·朗恩,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
角色_史考特·朗恩,relation_出现,作品_《美国队长3：内战》
角色_史考特·朗恩,rdfsyntaxnstype,角色
作品_《美国队长3：内战》,rdfsyntaxnstype,作品
角色_史考特·朗恩,relation_出现,作品_《蚁人2：黄蜂女现身》
角色_史考特·朗恩,rdfsyntaxnstype,角色
作品_《蚁人2：黄蜂女现身》,rdfsyntaxnstype,作品
角色_史考特·朗恩,relation_出现,作品_《复仇者联盟4》
角色_史考特·朗恩,rdfsyntaxnstype,角色
作品_《复仇者联盟4》,rdfsyntaxnstype,作品
角色_收藏者,relation_出现,作品_《复仇者联盟》
角色_收藏者,rdfsyntaxnstype,角色
作品_《复仇者联盟》,rdfsyntaxnstype,作品
演员_班尼西欧·狄奥·托罗,relation_饰演,角色_收藏者
演员_班尼西欧·狄奥·托罗,rdfsyntaxnstype,演员
角色_收藏者,rdfsyntaxnstype,角色
角色_收藏者,relation_出现,作品_《银河护卫队》
角色_收藏者,rdfsyntaxnstype,角色
作品_《银河护卫队》,rdfsyntaxnstype,作品
角色_收藏者,relation_出现,作品_《雷神2：黑暗世界》
角色_收藏者,rdfsyntaxnstype,角色
作品_《雷神2：黑暗世界》,rdfsyntaxnstype,作品
角色_特查拉,relation_代号,称号_黑豹
角色_特查拉,rdfsyntaxnstype,角色
称号_黑豹,rdfsyntaxnstype,称号
角色_舒莉,relation_兄弟姐妹,角色_特查拉
角色_舒莉,rdfsyntaxnstype,角色
角色_特查拉,rdfsyntaxnstype,角色
角色_舒莉,relation_出现,作品_《黑豹》
角色_舒莉,rdfsyntaxnstype,角色
作品_《黑豹》,rdfsyntaxnstype,作品
角色_莫里斯·本奇,relation_来自,地点_纽约
角色_莫里斯·本奇,rdfsyntaxnstype,角色
地点_纽约,rdfsyntaxnstype,地点
角色_莫里斯·本奇,relation_来自,地点_布朗克斯
角色_莫里斯·本奇,rdfsyntaxnstype,角色
地点_布朗克斯,rdfsyntaxnstype,地点
角色_莫里斯·本奇,relation_从事,职业_船员
角色_莫里斯·本奇,rdfsyntaxnstype,角色
职业_船员,rdfsyntaxnstype,职业
角色_莫里斯·本奇,relation_拥有,能力_全身的物理形态转化为液态水
角色_莫里斯·本奇,rdfsyntaxnstype,角色
能力_全身的物理形态转化为液态水,rdfsyntaxnstype,能力
角色_莫里斯·本奇,relation_代号,称号_水人
角色_莫里斯·本奇,rdfsyntaxnstype,角色
称号_水人,rdfsyntaxnstype,称号
角色_娜塔莉娅·罗曼诺夫,relation_代号,称号_黑寡妇
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
称号_黑寡妇,rdfsyntaxnstype,称号
角色_莫里斯·本奇,relation_对抗,角色_彼得·帕克
角色_莫里斯·本奇,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_威廉·贝克,relation_代号,称号_沙人
角色_威廉·贝克,rdfsyntaxnstype,角色
称号_沙人,rdfsyntaxnstype,称号
角色_威廉·贝克,relation_爱上,角色_赛迪·弗丽克特
角色_威廉·贝克,rdfsyntaxnstype,角色
角色_赛迪·弗丽克特,rdfsyntaxnstype,角色
角色_莫里斯·本奇,relation_朋友,角色_威廉·贝克
角色_莫里斯·本奇,rdfsyntaxnstype,角色
角色_威廉·贝克,rdfsyntaxnstype,角色
角色_莫里斯·本奇,relation_对抗,角色_彼得·帕克
角色_莫里斯·本奇,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_威廉·贝克,relation_对抗,角色_彼得·帕克
角色_威廉·贝克,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_代号,称号_蜘蛛侠
角色_彼得·帕克,rdfsyntaxnstype,角色
称号_蜘蛛侠,rdfsyntaxnstype,称号
角色_莫里斯·本奇,relation_属于,团队_恐惧四魔
角色_莫里斯·本奇,rdfsyntaxnstype,角色
团队_恐惧四魔,rdfsyntaxnstype,团队
角色_巫师,relation_领导,团队_恐惧四魔
角色_巫师,rdfsyntaxnstype,角色
团队_恐惧四魔,rdfsyntaxnstype,团队
角色_泰坦妮娅,relation_属于,团队_恐惧四魔
角色_泰坦妮娅,rdfsyntaxnstype,角色
团队_恐惧四魔,rdfsyntaxnstype,团队
角色_尤里西斯·克劳,relation_属于,团队_恐惧四魔
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
团队_恐惧四魔,rdfsyntaxnstype,团队
团队_恐惧四魔,relation_对抗,团队_神奇四侠
团队_恐惧四魔,rdfsyntaxnstype,团队
团队_神奇四侠,rdfsyntaxnstype,团队
角色_本·格力姆,relation_对抗,团队_恐惧四魔
角色_本·格力姆,rdfsyntaxnstype,角色
团队_恐惧四魔,rdfsyntaxnstype,团队
角色_螳螂,relation_属于,团队_银河护卫队
角色_螳螂,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_螳螂,relation_出现,作品_《银河护卫队2》
角色_螳螂,rdfsyntaxnstype,角色
作品_《银河护卫队2》,rdfsyntaxnstype,作品
演员_庞·克莱门捷夫,relation_饰演,角色_螳螂
演员_庞·克莱门捷夫,rdfsyntaxnstype,演员
角色_螳螂,rdfsyntaxnstype,角色
角色_天启,relation_对抗,团队_X战警
角色_天启,rdfsyntaxnstype,角色
团队_X战警,rdfsyntaxnstype,团队
角色_天启,relation_出现,作品_《X战警》
角色_天启,rdfsyntaxnstype,角色
作品_《X战警》,rdfsyntaxnstype,作品
演员_克里斯·海姆斯沃斯,relation_饰演,角色_托尔·奥丁森
演员_克里斯·海姆斯沃斯,rdfsyntaxnstype,演员
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_出现,作品_《雷神》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《雷神》,rdfsyntaxnstype,作品
角色_托尔·奥丁森,relation_出现,作品_《复仇者联盟3：无限战争》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《复仇者联盟3：无限战争》,rdfsyntaxnstype,作品
角色_托尔·奥丁森,relation_出现,作品_《复仇者联盟》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《复仇者联盟》,rdfsyntaxnstype,作品
角色_托尔·奥丁森,relation_出现,作品_《复仇者联盟2：奥创纪元》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《复仇者联盟2：奥创纪元》,rdfsyntaxnstype,作品
角色_托尔·奥丁森,relation_出现,作品_《复仇者联盟4》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《复仇者联盟4》,rdfsyntaxnstype,作品
角色_托尔·奥丁森,relation_出现,作品_《雷神3：诸神黄昏》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《雷神3：诸神黄昏》,rdfsyntaxnstype,作品
角色_托尔·奥丁森,relation_出现,作品_《奇异博士》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《奇异博士》,rdfsyntaxnstype,作品
角色_玛利亚·希尔,relation_对抗,团队_毒蛇帮
角色_玛利亚·希尔,rdfsyntaxnstype,角色
团队_毒蛇帮,rdfsyntaxnstype,团队
角色_托尔·奥丁森,relation_出现,作品_《神秘之旅》
角色_托尔·奥丁森,rdfsyntaxnstype,角色
作品_《神秘之旅》,rdfsyntaxnstype,作品
角色_托尔·奥丁森,relation_影射,原型_托尔
角色_托尔·奥丁森,rdfsyntaxnstype,角色
原型_托尔,rdfsyntaxnstype,原型
角色_托尔·奥丁森,relation_朋友,角色_托尼·斯塔克
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_代号,称号_雷神
角色_托尔·奥丁森,rdfsyntaxnstype,角色
称号_雷神,rdfsyntaxnstype,称号
角色_托尔·奥丁森,relation_持有,装备_雷神之锤
角色_托尔·奥丁森,rdfsyntaxnstype,角色
装备_雷神之锤,rdfsyntaxnstype,装备
角色_托尔·奥丁森,relation_后代,角色_奥丁
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_奥丁,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_拥有,能力_奥丁之力
角色_托尔·奥丁森,rdfsyntaxnstype,角色
能力_奥丁之力,rdfsyntaxnstype,能力
角色_萨诺斯,relation_收养,角色_亡刃
角色_萨诺斯,rdfsyntaxnstype,角色
角色_亡刃,rdfsyntaxnstype,角色
角色_亡刃,relation_拥有,能力_强大的力量、速度和耐久性
角色_亡刃,rdfsyntaxnstype,角色
能力_强大的力量、速度和耐久性,rdfsyntaxnstype,能力
角色_亡刃,relation_持有,装备_刀叶长矛
角色_亡刃,rdfsyntaxnstype,角色
装备_刀叶长矛,rdfsyntaxnstype,装备
角色_韦德·威尔逊,relation_出现,作品_《X战警》
角色_韦德·威尔逊,rdfsyntaxnstype,角色
作品_《X战警》,rdfsyntaxnstype,作品
角色_韦德·威尔逊,relation_代号,称号_死侍
角色_韦德·威尔逊,rdfsyntaxnstype,角色
称号_死侍,rdfsyntaxnstype,称号
角色_韦德·威尔逊,relation_朋友,角色_普利斯通
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_普利斯通,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_朋友,角色_史考特·朗恩
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_从事,职业_佣兵
角色_韦德·威尔逊,rdfsyntaxnstype,角色
职业_佣兵,rdfsyntaxnstype,职业
角色_韦德·威尔逊,relation_参与,计划_WeaponX
角色_韦德·威尔逊,rdfsyntaxnstype,角色
计划_WeaponX,rdfsyntaxnstype,计划
角色_韦德·威尔逊,relation_拥有,能力_再生能力
角色_韦德·威尔逊,rdfsyntaxnstype,角色
能力_再生能力,rdfsyntaxnstype,能力
角色_韦德·威尔逊,relation_对抗,角色_法兰克
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_法兰克,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_对抗,角色_彼得·帕克
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_参与,计划_WeaponX
角色_韦德·威尔逊,rdfsyntaxnstype,角色
计划_WeaponX,rdfsyntaxnstype,计划
角色_韦德·威尔逊,relation_拥有,能力_再生能力
角色_韦德·威尔逊,rdfsyntaxnstype,角色
能力_再生能力,rdfsyntaxnstype,能力
角色_韦德·威尔逊,relation_属于,物种_变种人
角色_韦德·威尔逊,rdfsyntaxnstype,角色
物种_变种人,rdfsyntaxnstype,物种
角色_韦德·威尔逊,relation_对抗,团队_X战警
角色_韦德·威尔逊,rdfsyntaxnstype,角色
团队_X战警,rdfsyntaxnstype,团队
角色_韦德·威尔逊,relation_爱上,角色_死亡女神
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_死亡女神,rdfsyntaxnstype,角色
角色_萨诺斯,relation_爱上,角色_死亡女神
角色_萨诺斯,rdfsyntaxnstype,角色
角色_死亡女神,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_配偶,角色_夏奇拉
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_夏奇拉,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_朋友,角色_史蒂文·罗杰斯
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_属于,团队_复仇者联盟
角色_韦德·威尔逊,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_韦德·威尔逊,relation_领导,团队_赏金佣兵团
角色_韦德·威尔逊,rdfsyntaxnstype,角色
团队_赏金佣兵团,rdfsyntaxnstype,团队
角色_韦德·威尔逊,relation_朋友,角色_鲍勃
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_鲍勃,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_朋友,角色_鼹鼠
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_鼹鼠,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_朋友,角色_普利斯通
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_普利斯通,rdfsyntaxnstype,角色
角色_普利斯通,relation_属于,机构_神盾局
角色_普利斯通,rdfsyntaxnstype,角色
机构_神盾局,rdfsyntaxnstype,机构
角色_史考特·朗恩,relation_朋友,角色_普利斯通
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_普利斯通,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_属于,机构_神盾局
角色_史考特·朗恩,rdfsyntaxnstype,角色
机构_神盾局,rdfsyntaxnstype,机构
角色_埃丽,relation_后代,角色_韦德·威尔逊
角色_埃丽,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_埃丽,relation_属于,物种_变种人
角色_埃丽,rdfsyntaxnstype,角色
物种_变种人,rdfsyntaxnstype,物种
角色_埃丽,relation_拥有,能力_死后重生
角色_埃丽,rdfsyntaxnstype,角色
能力_死后重生,rdfsyntaxnstype,能力
角色_韦德·威尔逊,relation_属于,团队_X特攻队
角色_韦德·威尔逊,rdfsyntaxnstype,角色
团队_X特攻队,rdfsyntaxnstype,团队
角色_韦德·威尔逊,relation_爱上,角色_妮娜·舒曼
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_妮娜·舒曼,rdfsyntaxnstype,角色
角色_妮娜·舒曼,relation_属于,团队_X特攻队
角色_妮娜·舒曼,rdfsyntaxnstype,角色
